Step,Uniform,Normal,Price Increment,Price
0,,,,191.59136962890625
1,0.1868531530474078,-0.0005154403362686893,-0.0009834808982570646,191.8811757522084
2,0.06770403047303919,-0.0008760580541529593,0.00038118663941113053,191.69718438420614
3,0.6082202173223343,-0.0004090685273952365,0.000789804450094123,191.873426256257
4,0.7752355749221046,-0.00040923885575251537,0.0003613795248400879,191.83570864528593
5,0.4503329801624749,0.000836863336727573,-0.0003066900729148015,191.88120970284425
6,0.7325487197252718,-0.0005589285307062576,0.0005366597030841097,191.87516795432634
7,0.7174707097443254,0.00041242715944404796,0.00031143428591724244,191.69807714152938
8,0.5191817238614747,-2.9954453453596644e-06,0.0013815884436561552,191.3792547753128
9,0.34286353964379035,0.0002706166899035719,-0.0012314484605339567,191.2007731688573
10,0.45096521592796246,0.0014057259753050418,0.0004735401509872549,191.1534843326008
11,0.5505169994055389,0.00044444973986986234,0.00025873963779281673,191.2625783914689
12,0.22856822353505835,0.0002729768940463036,-4.531990338011239e-05,191.36149366341516
13,0.6198210355420458,-0.0002333542957321164,-0.001985133610841665,191.27382887576243
14,0.8649263007265494,-0.0008292552160924114,0.00025185126967111214,191.26669080965488
15,0.7804644996565859,0.0003712038106661608,-0.0003546387601449409,191.28355811060518
16,0.0798893673693074,0.0012328371098510153,-0.000705771878268775,191.30879187484456
17,0.10791769985308663,-0.00010595996526221726,0.0025650329429347907,191.34523856525578
18,0.6328819096736851,-0.0010498113224714847,0.001032406709081945,191.4447901255891
19,0.8231176606231873,0.000698057746072664,0.00012720321197069362,191.28896729457836
20,0.30604976164023623,0.0017358731539632677,0.0018411534188589513,191.03554065192034
21,0.06283315196224593,0.000636479995939327,-0.000360256112543175,191.36245362037215
22,0.6903933313840857,-0.0009853209364081442,0.0009837365213714946,191.51432606541252
23,0.35517904416774926,-0.00021369902622592947,0.0010946409843503166,191.41093609234096
24,0.8223523304376388,-0.00037140295248392507,-0.0002786482658327775,191.4423838896888
25,0.23783071320865246,0.0002679063806589909,-0.001037940463786756,191.24457467803472
26,0.7175399281042779,-0.0021583694385600804,0.0007188912166280255,190.96835836914198
27,0.7704785346973569,0.0002693438866764176,0.00031667787805536465,191.0393163163508
28,0.9511432894908519,-0.00138198556441312,1.6526476007150635e-05,190.83019702795926
29,0.700941777202514,0.00032502692714002276,0.0002790463448988946,190.71346513656493
30,0.9519289964396421,-0.0009127087192898951,4.7467608648986285e-05,190.96572581079866
31,0.8595474217493748,-0.0005131983196538985,0.00034273492000957707,190.86971029039182
32,0.7876500873754579,-0.0009764350242659141,-0.00017485454624281574,191.17940801263103
33,0.9832203053064101,0.0003843804027815683,0.0017041827546844868,191.0688362311455
34,0.6965656337202402,-0.00030989523603423884,-0.001340992683750689,191.0312799776843
35,0.6701307487485012,-0.00027106090363201307,0.0012129847824269545,190.87177835491008
36,0.8900897391870826,0.000932263183521582,-0.0001525450423756074,190.94074086075986
37,0.2073842971242612,-0.0010224024427286425,-0.0009512592048172032,190.866338044704
38,0.4140138391526891,-7.284078543583569e-05,0.0008753687566420013,191.08173528088656
39,0.17645420450195626,-0.00047819170622411976,-0.0014249560391277616,191.00965327510286
40,0.6803806454288231,-0.0011432471293588943,-0.001243403565749468,190.8624683573231
41,0.6531899672781931,-0.00020564823739116736,-5.470680936127994e-05,190.67550386900467
42,0.4085061269050825,-9.993210054582293e-06,-0.0005203948460865037,190.94311493232695
43,0.30424704097043953,3.779122873272413e-05,0.00023049930433075716,191.17408339139476
44,0.43394511451198114,0.0006109995937542096,0.001768893770116599,191.29137671545342
45,0.46869389006712003,-4.401733187272782e-05,-0.0006468969769354778,191.36403398769934
46,0.8734760064588394,-0.0012659472646283803,0.0005185095945784725,191.3136914898677
47,0.21871256678807804,-0.0007379491618089179,0.0008279813953406848,191.03424266364226
48,0.1382684552018194,4.721090591385964e-05,-0.0007718731326844817,191.0043192429336
49,0.9312725521628538,-0.0019136742736461502,0.0006638671321799795,190.87085423023376
50,0.6432255777731173,0.0001609613061251357,0.00010525249713042362,190.88534407892422
51,0.03772973734189866,-0.0007694803656041585,-0.0012081856913899699,191.10821059271186
52,0.05921034099565459,0.0007068273763657229,0.0008139996849094588,191.13046530994217
53,0.9676150828664776,0.0003198040368250546,-0.0005300114870166613,190.8780065374256
54,0.6311299287515889,-0.0008511120802777815,-0.001545096208359067,191.06300887188993
55,0.9693034418571952,-0.0013270670075097087,0.0008207391436709245,191.11070718240063
56,0.9676108665568477,0.00034085405903034065,0.0005061375599568828,191.06916133211664
57,0.08687621834183035,-0.0011769181105124335,0.00016571557175136292,191.1232804581261
58,0.5734555022995795,-0.001980772458865797,-3.335533806377212e-05,191.09920060431563
59,0.18279888520018983,9.548381337421434e-05,-0.00028277891869401975,191.2011036063443
60,0.3957801812263404,-0.00022131409992040137,-0.0014953374838849584,191.25117394917666
61,0.7979566831670832,-0.0008642045880217805,-0.0015622927161553504,191.23705772631573
62,0.048465989925289166,0.0002779983237414202,0.0010196453335268214,191.21096142976825
63,0.029492650454024383,-0.00032029942606096,0.0009842417924407782,191.27958471736227
64,0.40277853735092484,-0.0006534927871967568,-0.0005511460823106615,191.4248343112488
65,0.781943615539684,9.092966103493656e-05,0.0006752364578931794,191.2973086055231
66,0.08211233534186535,-0.0009233956831881631,0.0008504761869897335,191.2548569847962
67,0.5982563468838853,-0.00023452500493082254,0.0004982272802725908,191.32035935391016
68,0.6028374664915818,-1.554617199349855e-05,0.0007275338798667307,191.1263222378994
69,0.34697201133128996,0.0007552444475652561,-0.0007308145040077251,191.09643202563055
70,0.3184154915698739,0.00047909972382032293,-0.0007810848230604747,191.0401513886731
71,0.19414561833784827,-6.820578461612938e-05,0.0002123263315141227,191.1150961037039
72,0.4184591363061192,0.00022961145989140567,-0.0011063177585921148,191.22135323080843
73,0.8955795878781847,-0.0017284154278933758,0.0005610104407123956,191.1959385057494
74,0.25062604882460304,0.0009099623197385865,-0.00013267254494325943,191.0097070694847
75,0.35862991935488475,0.0008141780982320085,-0.0003557245332030142,191.06263018498566
76,0.32189693763597693,0.0005737465702348362,-6.429882494386532e-05,191.30506787910298
77,0.8590741207815278,0.00017547942673462198,-0.0005290529030909658,191.3380115016698
78,0.3521204398258604,-0.001139129057900006,0.0006967276897305073,191.46197200532518
79,0.030795018448201983,-1.0040652787003538e-05,0.0009228470650736708,191.4289996705521
80,0.5618760736133728,0.00032922309649064416,-0.00038815277095875713,191.85864682686113
81,0.2486915054429112,0.0001344051718508252,0.0003142001405927055,191.65059755224016
82,0.4753128318739326,0.001363821324006321,0.0003475524494748231,191.74934809249666
83,0.595467798285832,-0.0005708609238130689,-0.0005677916828628044,191.77684826401205
84,0.4894214945205365,-0.0010901842445347654,0.00012756651933103246,191.58521227247448
85,0.7976129732739627,0.000311088086554761,0.00015242516198904352,191.7262197140755
86,0.05892416416485369,0.00027751140838196776,0.0006986730862536055,191.65291676077703
87,0.36104428307027236,-0.002146771517991797,-0.00034689971134503264,191.8484227160917
88,0.8192620300871505,0.0008964084374453382,-0.0012256164072908507,191.8572581033656
89,0.9702302741181499,-0.00040793119243415953,-0.0005262574806070505,191.77034667283934
90,0.5104668659508891,0.0006640615630388892,-0.00015586658999338884,191.55056221592363
91,0.527598293104531,0.0004329416367668338,-0.00042000089555477705,191.36305089198683
92,0.20598792794204235,-0.0002316782773908617,-0.0011212410152407002,191.462706441183
93,0.5644596092514931,0.0008889027922649733,0.0003106041267078172,191.3891003340894
94,0.2802730465214287,-0.0015970579614751237,-0.0006371722329693959,191.60299019691593
95,0.39226916728846783,-0.0007229173120294833,0.00030233042779866944,191.8164520563752
96,0.3547785571677813,0.0012727044716011905,-0.0008990733260502641,192.02921068355155
97,0.2665639269853629,0.00017795318944741534,0.00036480614332043957,192.03405224456318
98,0.15705966935823035,0.00032954859060906907,0.00019329796664189965,191.97223448945527
99,0.2218336646178044,0.0007814517153695497,-0.0010287427564376966,191.8342980421033
100,0.4214828184280389,0.000984903053827451,-0.0009024223819763282,191.99350793461463
